"Nº reporte";"Url del reporte";"Usuario";"Grupo";"Fecha del evento";"Hora del evento";"Precisión";"Fecha introducción";"Tipo de fenómeno";"Fiabilidad";"Latitud";"Longitud";"Altitud";"Provincia";"Localidad";"Dirección";"Cod_postal";"Detalles lugar";"Descripción del suceso";"¿Es multirreporte?";"¿Es destacado?";"Daños en bienes";"Daños en campo";"Total daños";"Nº heridos";"Nº muertos";"Fuentes de la información";"Tipo de vórtice";"Nº de vórtices";"¿Otros fenómenos?";"Fujita";"Torro";"Vel.viento Km/h";"¿Nube embudo?";"Nº vórtices en tuba";"Duración";"Otros meteoros";"Longitud trayectoria";"Anchura med. trayectoria";"Anchura máx trayectoria";"Dirección de avance";"Distancia tuba-suelo";"Aumento temperatura";"Tamaño máx. granizo";"Tamaño med. granizo";"Peso máx. granizo";"Espesor capa granizo";"Aspecto del granizo";"Precipitación total";"Hora inicio";"Máx. prec. 5min";"Máx. prec. 10min";"Máx. prec. 15min";"Máx. prec. 30min";"Máx. prec. 1h";"Máx. prec. 3h";"Máx. prec. 24h";"¿Tormenta?";"Tipo de precipitación";"Diametro promedio granizo";"Nieve acumulada";"Equivalencia en agua";"Nieve acumulada en máx. intensidad";"Equivalencia en agua en máx. intensidad";"Duración pico intensidad";"¿Hubo tormenta?";"Tipo de avalancha";"Tipo de flujo";"Tipo de nieve";"Probabilidad de aludes";"Causa de avalancha";"Altitud inicio";"Diferencia altitud inicio-fin";"Cobertura nubosa";"¿Sabe temperatura exacta?";"Temperatura exacta";"Temperatura aproximada";"Velocidad viento";"Dirección viento";"Espesor hielo";"Tipo fenómeno marítimo";"Comentario fen. marítimo"
"1281";"https://sinobas.aemet.es/index.php?pag=detal&rep=1281";"MeteoCaudete";"";"2019-07-07";"17:00";"+/- 5 minutos";"2019-07-10";"Granizada Singular";"Alta";"39.568";"-1.203";"732";"Valencia";"Utiel";"Plaza Puerta Sol, 6, 46300 Utiel, Valencia, España";"46300";"El presente reporte va indefectiblemente asociado al anterior reporte Reventón/Frente de Racha https://sinobas.aemet.es/index.php?pag=detal&amp;rep=1280
 ubicado en Los Isidros (Requena), aunque éste se abre por el granizo y lo centramos en Utiel ya que las imágenes más espectaculares las captamos justo en pleno centro de Utiel, en la misma Plaza de la Puerta del Sol, si bien, los efectos de las granizadas de éste día se dejaron sentir en prácticamente toda la comarca fruto de las granizadas que se sucedieron durante toda la tarde. La mayor afección en campos se dió en la zona de Requena Los Isidros, Los Cojos, Los Ruices, también Utiel y San Antonio y, en menor medida, en Caudete de las Fuentes, Fuenterrobles, Venta del Moro y Villargordo del Cabriel. Toda la comarca pues.

Partíamos de una jornada muy calurosa pero en la que estábamos bajo AVISOS de AEMET nivel naranja por tormentas en la zona y también los tuvimos por viento, tal y como el evento demostró. Los valores más extremos (tanto de rachas de viento, PCP y variación térmica) se dieron en ésta ubicación, si bien, los efectos se dejaron notar también 7 km al N en el observatorio AVAMET en Los Ruices (rachas 92 km/h) e incluso 11 km al NE en el observatorio AEMET de Utiel, La Cubera (rachas 88 km/h). En menor medida también se vieron afectados por ésas rachas los términos de Caudete de las Fuentes y Venta del Moro. En el caso de Los Isidros, tras alcanzarse los 36.5º de máxima (en torno a las 15 horas), la temperatura siguió muy cálida hasta la llegada de la tormenta, 36.1º a las 16.30 h. Brusco desplome térmico asociado a la misma, pasamos prácticamente en 20 minutos a registrar sólo 17.5º a las 16.50 h, a la sazón, la mínima de ése día. En reporte aparte, tratamos con detalle los efectos devastadores de las granizadas que se produjeron tanto en ésta como en otras zonas asociadas a ésta primera “tormenta de disparo“, así como al resto que le sucedieron, ya que, siguiendo prácticamente la misma trayectoria (de SW a NE) se sucedieron, al menos, 6 núcleos consecutivos, generando pues toda una tarde inestable que se prolongó hasta bien entrada la noche. De ahí que, como toca con éste tipo de tormentas asociadas a una fuerte y además persistente actividad convectiva (tren convectivo), hayan sido varias las zonas más afectadas, con mayor severidad justo por dónde pasaban los núcleos más activos, aunque todos ellos seguían idéntica trayectoria, se generaban más o menos sobre Albacete y, por su dirección y velocidad todos ellos acabaron afectándonos.  Así, entre el fuerte viento y los efectos del granizo, se estiman en unas 18.300 las hectáreas afectadas generando pérdidas en el campo en torno a los 19 millones de euros. La viña ha sido el cultivo más afectado con aproximadamente 13.500 hectáreas, mientras que en almendra se sitúan en 3.100 y en olivar 1.700 hectáreas, según AVA-ASAJA. La cifra aumentaría hasta los 20 millones de euros reseñados en el reporte si le sumamos los daños producidos en los entornos urbanos, forestales y otros menores en las  infraestructuras viarias.";"El presente reporte va indefectiblemente asociado al anterior reporte Reventón/Frente de Racha https://sinobas.aemet.es/index.php?pag=detal&amp;rep=1280
 ubicado en Los Isidros (Requena), aunque éste se abre por el granizo y lo centramos en Utiel ya que las imágenes más espectaculares las captamos justo en pleno centro de Utiel, en la misma Plaza de la Puerta del Sol, si bien, los efectos de las granizadas de éste día se dejaron sentir en prácticamente toda la comarca fruto de las granizadas que se sucedieron durante toda la tarde. La mayor afección en campos se dió en la zona de Requena Los Isidros, Los Cojos, Los Ruices, también Utiel y San Antonio y, en menor medida, en Caudete de las Fuentes, Fuenterrobles, Venta del Moro y Villargordo del Cabriel. Toda la comarca prácticamente.

Partíamos de una jornada muy calurosa pero en la que estábamos bajo AVISOS de AEMET nivel naranja por tormentas en la zona y también los tuvimos por viento, tal y como el evento demostró. Los valores más extremos (tanto de rachas de viento, PCP y variación térmica) se dieron en ésta ubicación, si bien, los efectos se dejaron notar también 7 km al N en el observatorio AVAMET en Los Ruices (rachas 92 km/h) e incluso 11 km al NE en el observatorio AEMET de Utiel, La Cubera (rachas 88 km/h). En menor medida también se vieron afectados los términos de Caudete de las Fuentes y Venta del Moro. En el caso de Los Isidros, tras alcanzarse los 36.5º de máxima (en torno a las 15 horas), la temperatura siguió muy cálida hasta la llegada de la tormenta, 36.1º a las 16.30 h. Brusco desplome térmico asociado a la misma, pasamos prácticamente en 20 minutos a registrar sólo 17.5º a las 16.50 h, a la sazón, la mínima de ése día. En reporte aparte, tratamos con detalle los efectos devastadores de las granizadas que se produjeron tanto en ésta como en otras zonas asociadas a ésta primera “tormenta de disparo“, así como al resto que le sucedieron, ya que, siguiendo prácticamente la misma trayectoria (de SW a NE) se sucedieron, al menos, 6 núcleos consecutivos, generando pues toda una tarde inestable que se prolongó hasta bien entrada la noche. De ahí que, como toca con éste tipo de tormentas asociadas a una fuerte y además persistente actividad convectiva (tren convectivo), hayan sido varias las zonas más afectadas, con mayor severidad justo por dónde pasaban los núcleos más activos, aunque todos ellos seguían idéntica trayectoria, se generaban más o menos sobre Albacete y, por su dirección y velocidad todos ellos acabaron afectándonos.  Así, entre el fuerte viento y los efectos del granizo, se estiman en unas 18.300 las hectáreas afectadas generando pérdidas en el campo en torno a los 19 millones de euros. La viña ha sido el cultivo más afectado con aproximadamente 13.500 hectáreas, mientras que en almendra se sitúan en 3.100 y en olivar 1.700 hectáreas, según AVA-ASAJA. La cifra aumentaría hasta los 20 millones de euros reseñados en el reporte si le sumamos los daños producidos en los entornos urbanos, forestales y otros menores en las  infraestructuras viarias.";"NO";"NO";"Daños en tejados, arbolado y mobiliario urbano, persianas plásticas agujereadas y las metálicas abolladas en Los Isidros, Los Cojos, Los Ruices, Las Monjas...";"18.300 hectáreas de campo afectadas en toda la comarca, siendo la viña el cultivo más afectado con aproximadamente 13.500 hectáreas, mientras que en almendra se sitúan en 3.100 y en olivar 1.700 hectáreas. También daños menores en el entorno forestal en las zonas más afectadas.";"19000000";"0";"0";"Testigo del evento, Testigo de los daños, Informado por un testigo del evento, Fotos o videos del evento, Fotos o videos de los daños, Informe por un meteorólogo aficionado";"";"";"";"";"";"";"";"";"15 minutos";"";"";"";"";"";"";"";"Entre 2 y 3";"Entre 0,5 y 1";"10";"3";"Con anillos";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1282";"https://sinobas.aemet.es/index.php?pag=detal&rep=1282";"meteosanjuan";"";"2019-05-27";"16:30";"+/- 15 minutos";"2019-07-11";"Tolvanera";"Media";"37.572";"-6.755";"272";"Huelva";"Valverde del Camino";"Calle Peñuelas, 2, 21600 Valverde del Camino, Huelva, España";"21600";"Zona comprendida entre la Plaza Ramón y Cajal y las calles más céntricas de la localidad de Valverde del Camino (Huelva)";"Se escuchó un fuerte ruido debido a la caída de la estructura del toldo sobre la claraboya localizada en la azotea del inmueble con domicilio en c/Real de Abajo, 22 de la localidad Valverde del Camino (Huelva). Se adjuntan fotografías de estos daños en el formulario. Se trató de un fuerte viento que arrasó todo lo que entró a su paso.";"NO";"NO";"Daños en el mobiliario exterior de bares y restaurantes de la Plaza Ramón y Cajal de la localidad de Valverde del Camino (Huelva). Daños en sombrillas y sillas que pone de evidencia las fuertes rachas de viento acaecidas en la tarde del 27 de mayo de 2019.";"Daños en el mobiliario exterior de bares y restaurantes de la céntrica Plaza Ramón y Cajal de la localidad de Valverde del Camino (Huelva). Se adjunta noticia emitida por la radio local (Radio Valverde- Cadena Ser) de los daños producidos en este formulario.";"";"";"";"Testigo del evento, Testigo de los daños, Información en los medios, Información en sitios webs, Fotos o videos del evento, Fotos o videos de los daños";"";"";"";"SD";"SD";"130";"";"";"5 minutos";"Sin Precipitación";"Entre 0,5 y 1 km";"SD";"SD";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1283";"https://sinobas.aemet.es/index.php?pag=detal&rep=1283";"francisco";"AEMET";"2019-07-04";"19:00";"+/- 15 minutos";"2019-07-11";"Granizada Singular";"Alta";"42.661";"-8.111";"558";"Pontevedra";"Lalín";"Praza da Vila, 1, 36500 Lalín, Pontevedra, España";"36500";"La granizada tuvo lugar en el área fronteriza entre las provincias de Pontevedra y Lugo. Los reportajes aparecidos en diversos medios se realizaron en la localidad de Lalín, capital de la comarca del Deza";"Las tormentas se fueron propagando desde la prov. de Lugo hasta la de Pontevedra. Se trata de convección profunda con máx. altura de ecos radar 14/16 km de altura. El sondeo muestra gran inestabilidad aunque ausencia significativa de cizalladura que pudiera generar fenómenos violentos de viento.";"NO";"NO";"Curioso, y suficiente, el comentario del testigo que grabó en video la granizada: “Caen cubos de hielo...solo falta en Gin-Tonic“
Los medios dan cuenta de numerosos daños en coches y edificios. Colas de espera en los talleres de reparación de lunas de coche en Lalín y alrededores, comenta el periódico.";"";"";"";"";"Testigo del evento, Información en los medios, Fotos o videos de los daños";"";"";"";"";"";"";"";"";"SD";"";"";"";"";"";"";"";"Entre 4 y 5";"Entre 1 y 2";"SD";"SD";"Agregados";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1284";"https://sinobas.aemet.es/index.php?pag=detal&rep=1284";"ProyectoMastral";"AMETSE";"2019-07-14";"15:30";"+/- 15 minutos";"2019-07-14";"Tolvanera";"Alta";"37.924";"-0.722";"0";"Alicante";"Orihuela";"Paseo del Mar, 2, 03189 Orihuela, Alicante, España";"03189";"Playa de la zona de Playa Flamenca, en Orihuela Costa.";"Tras una mañana muy cálida con temperaturas cercanas a los 37ºC y predominio del viento de poniente, al cambiar el viento sobre las 15:30 horas de poniente a sureste, se produjeron rachas fuertes de viento, descenso de la temperatura e incremento de la humedad. En la playa las sombrillas fueron arrastradas por el viento hacia el mar y una de ellas se introdujo en el mar varios cientos de metros. Se observa perfectamente como el viento sostiene a la sombrilla cuando está sobre el mar.";"NO";"NO";"Algunas sombrillas que acabaron en el mar.";"Ninguno";"";"0";"0";"Informado por un testigo del evento, Fotos o videos del evento";"";"1";"";"SD";"SD";"80";"";"";"4 minutos";"Polvo o arena levantado por el viento";"Entre 0,5 y 1 km";"SD";"SD";"oeste a este";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1285";"https://sinobas.aemet.es/index.php?pag=detal&rep=1285";"mgarcial";"AEMET";"2019-07-07";"17:30";"+/- 15 minutos";"2019-07-15";"Granizada Singular";"Alta";"39.271";"-1.483";"718";"Albacete";"Casas-Ibáñez";"CM-3218, 02200 Casas-Ibáñez, Albacete, España";"02200";"";"Se produjo durante una tormenta sobre la zona";"NO";"NO";"";"Daños en agricultura";"";"";"";"Informado por un testigo del evento";"";"";"";"";"";"";"";"";"SD";"";"";"";"";"";"";"";"Entre 2 y 3";"Entre 1 y 2";"SD";"SD";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1286";"https://sinobas.aemet.es/index.php?pag=detal&rep=1286";"jriescom";"AEMET";"2019-07-06";"17:30";"+/- 15 minutos";"2019-07-16";"Reventón Cálido";"Alta";"36.845";"-2.373";"12";"Almería";"Almería";"04130 Almería, España";"04130";"El fenómeno en cuestión se registró en la estación meteorológica del Aeropuerto de Almería, aunque pudo haber más en una zona próxima.";"Reventón cálido en Almería hacia las 15 UTC. La temperatura subió 13 ºC de golpe y las rachas de viento llegaron hasta 70 km/h. Baja al oeste de Portugal. Flujo inestable del SW sobre el mar de Alborán, este peninsular y Baleares, que tiene como consecuencia actividad convectiva en la zona, no muy intensa. Aire muy cálido en capas medias, con un estrato muy seco en capas bajas. Se registran otros reventones cálidos en otras zonas del litoral Mediterráneo. Y algunos reventones clásicos no demasiado húmedos en el interior de Andalucía (como en la zona de Baza), con bajada térmica brusca.";"NO";"SI";"Se desconoce";"Se desconoce";"";"0";"0";"Información en los medios, Información en sitios webs, Información en documentos científicos";"";"";"";"&lt; EF0";"T0: 61-86 km/h";"70";"";"";"SD";"Sin Precipitación";"SD";"SD";"SD";"SD";"";"+13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1287";"https://sinobas.aemet.es/index.php?pag=detal&rep=1287";"meteomur";"AEMET";"2019-07-14";"18:00";"+/- 15 minutos";"2019-07-17";"Tolvanera";"Alta";"37.983";"-1.117";"40";"Murcia";"Murcia";"Av. Intendente Jorge Palacios, 12, 30003 Murcia, España";"30003";"Según el diario La Opinión de Murcia, el Centro de Coordinación de Emergencias tuvo conocimiento del incidente en torno a las 18.00 horas. La persona que llamó informó de la caída de una palmera de grandes dimensiones al río Segura, a la altura del nº 5 de la avenida Intendente Jorge Palacios en Murcia.
https://www.laopiniondemurcia.es/murcia/2019/07/14/palmera-ocho-metros-cae-rio/1038030.html";"Posible tolvanera originada por la presencia de un intenso frente de brisa con cambio de viento de noroeste a este.";"NO";"NO";"Se desconocen completamente, lo más destacado fue la caida de una palmera de grandes dimensiones al Río Segura";"";"";"";"";"Información en los medios, Fotos o videos de los daños";"";"1";"";"SD";"T1: 87-115 km/h";"90";"";"";"3 minutos";"Polvo o arena levantado por el viento";"SD";"SD";"10 metros";"este a oeste";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1288";"https://sinobas.aemet.es/index.php?pag=detal&rep=1288";"valfria";"";"2019-07-03";"17:40";"+/- 1 hora";"2019-07-17";"Granizada Singular";"Alta";"43.118";"-4.515";"689";"Cantabria";"Cabezón de Liébana";"CA-871, 39571 Cabezón de Liébana, Cantabria, España";"39571";"Actividad convectiva muy grande, (Tormenta) con precipitación torrencial, gran parte de ella en forma de granizo de gran tamaño, nunca antes conocido por los habitantes del lugar.  Fenómeno meteorológico adverso documentado por el vecino de Buyezo, David Vélez Carrera, autor de las fotos.";"Tormenta.";"NO";"NO";"Algunos abollones en vehículos, rotura de canalones y persianas.";"Daños en cultivos de huerta, frutos de diversos árboles  y viñedos.";"";"";"";"Testigo del evento, Informado por un testigo del evento, Fotos o videos del evento";"";"";"";"";"";"";"";"";"5 minutos";"";"";"";"";"";"";"";"Entre 4 y 5";"Entre 4 y 5";"5";"1";"Hielo claro";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1289";"https://sinobas.aemet.es/index.php?pag=detal&rep=1289";"valfria";"";"2019-01-23";"07:00";"+/- 1 minuto";"2019-07-17";"Precipitación Súbita Torrencial";"Alta";"43.219";"-4.301";"252";"Cantabria";"Terán";"Barrio Teran, 351P, 39510 Terán, Cantabria, España";"39510";"Precipitaciones excepcionales, desde el 19 de enero hasta el día 24 del mismo, con su punto álgido el día 23, con precipitación máxima para un día pluviometrico de la  estación de TERÁN, nº 1136-E,  148,3 mm, y registro total del periodo de 423,6  mm, Marcando efeméride, como mes de enero con más precipitación acumulada, máxima de la de la serie. Las precipitaciones fueron persistentes y continuadas sin tregua en un perido de más de 114 horas sin parar, las consecuencias, gran avenida del río Saja, en todo el Valle de Cabuérniga  y aguas abajo hasta su desembocadura, sin que se tenga cosntancia de una riada de tan gran envergadura, con desbordamientos  jamás conocidos, que arrastro todo lo que encontró a su paso, arrancó cientos de árboles, arrastro tierras de labor, haciendo desaparecer fincas por completo o parcialmente y una edificación (cuadra)  que se ubicaba en una de las fincas desaparecidas. Arrancó y destruyó por completo el puente colgante de Terán con sus anclajes. Desplazó y dejó inservible para su uso el puente de fábrica de Monte Aá, en Ruente y descalzando la carretera  regional CA-180 en el punto Km 7,4 al 7,7, y dejandola inutilizable por un gran desprendimiento de tierras que se inició en la margen derecha del Río, dejando a el Valle de Cabuérniga aislado por carretera por más de dos meses. Hoy (17/07/2019) concluyen las obras de fijación de los  taludes en la base del río, tras pilotar la ladera desprendida, con más de 80.000 Tm de aridos retirados. Nunca antes se han conocido precipitaciones tan persistentes. La riada se vió incrementada por el deshielo de las cabeceras de la cuenca del Saja, por la subida de temperaturas del los días 22 y 23 de enero, que registraron en las dos jornadas, 245, 1 mm. en la estación de Terán.";"Borrascas Mediterraneas, con centros sobre el Golfo de León Liguria y zonas alpinas de Francia e Italia,  que arrastran hacia la Cornisa Cantabrica frentes húmedos con precipitaciones muy persitentes.";"NO";"NO";"LLuvias que provocan una gran avenida del Río Saja, destruye puentes, carreteras, escolleras y obras de encauzamiento del río inunda poblaciones y con desprendimientos.";"La riada y la escorrentía, hace desaparecer fincas agricolas, total o parcialmente, destruye  y arranca bosques de ribera y terrenos adyacentes, con cientos de árboles arrastrados  por la  corriente, abre nuevos canales e inunda lugares que jamás se habián visto amenazados por el río y sus crecidas.";"";"";"";"Testigo del evento, Testigo de los daños, Informe por un meteorólogo aficionado";"";"";"";"";"";"";"";"";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"00:00";"";"";"";"";"50";"";"148";"No";"Sólo lluvia";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1290";"https://sinobas.aemet.es/index.php?pag=detal&rep=1290";"manuenci";"AEMET";"2019-07-21";"21:00";"+/- 15 minutos";"2019-07-22";"Reventón / Frente de racha";"Alta";"42.151";"-2.272";"807";"La Rioja";"Enciso";"Calle la Virgen, 26586 Enciso, La Rioja, España";"26586";"Localidad de Enciso (La Rioja)";"Circulación débil sobre la Península Ibérica. Masa de aire subtropical inestable en niveles medios, que se extiende del suroeste hacia el nordeste. Bajas presiones relativas en niveles bajos, con dorsal térmica en 850hPa. Convección de base elevada y profunda, con un CAPE de entorno a 1000J/kg. y ambiente seco en niveles bajos, lo que favorece que gran parte de la precipitación se evapore y haya rachas muy fuertes en superficie. Se registraron 99km/h de racha máxima, con un descenso térmico de 8ºC y 5,6mm de acumulado (3,4mm en 10min). Fotos de Enciso: cortesía de Pedro Benito Jiménez.";"NO";"NO";"";"";"";"";"";"Informado por un testigo del evento, Información en los medios, Información en sitios webs, Información en documentos científicos";"";"";"";"&lt; EF0";"T1: 87-115 km/h";"100";"";"";"5 minutos";"Lluvia fuerte, Tormenta";"SD";"SD";"SD";"suroeste a noreste";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1291";"https://sinobas.aemet.es/index.php?pag=detal&rep=1291";"Moyeta";"";"2019-07-23";"17:45";"+/- 15 minutos";"2019-07-23";"Precipitación Súbita Torrencial";"Baja";"37.781";"-3.806";"516";"Jaén";"Jaén";"Calle Fuente de Buenora, 5, 23006 Jaén, España";"23006";"";"Tormenta de verano muy intensa y acompañada de fuertes vientos. Se repitió en varios intervalos de unos 15-20 minutos. No sé han apreciado daños materiales, pero en su momento más fuerte se han encharcado la calles no dando abasto los sumideros";"NO";"NO";"";"";"";"";"";"Testigo del evento, Fotos o videos del evento";"";"";"";"";"";"";"";"";"20 minutos";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50";"";"50";"No";"Sólo lluvia";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1292";"https://sinobas.aemet.es/index.php?pag=detal&rep=1292";"meteosojuela";"";"2019-07-25";"18:15";"+/- 1 minuto";"2019-07-25";"Reventón / Frente de racha";"Alta";"42.466";"-2.912";"593";"La Rioja";"Bañares";"Diseminado Bañares, 93, 26257 Bañares, La Rioja, España";"26257";"Nucleo tormentoso que se origina en la ibérica y desciende afectnado a la zona de Santo Domingo, Bañares y Haro";"Inestabilidad asociada a la llegada de una vaguada de aire frío en capas altas que genera un foco tormentoso que origina fuertes rachas de viento, precipitaciones muy intensas y abundantes, y un acusado descenso de temperaturas";"NO";"NO";"";"Arboles partidos";"";"";"";"Informado por un testigo del evento, Información en los medios, Fotos o videos del evento";"";"";"";"&lt; EF0";"T1: 87-115 km/h";"92";"";"";"30 minutos";"Lluvia fuerte, Granizo pequeño (&lt;0,5 cm.)";"Entre 10 y 15 km";"2 kms";"3 kms";"suroeste a noreste";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1293";"https://sinobas.aemet.es/index.php?pag=detal&rep=1293";"helios";"";"2019-07-27";"16:15";"+/- 5 minutos";"2019-07-29";"Tolvanera";"Alta";"39.678";"-0.203";"2";"Valencia";"Canet d'en Berenguer";"Passeig Maritim 9 d'Octubre, 33, 46529 Canet d'en Berenguer, Valencia, España";"46529";"";"Viento intenso repentino, sin nubes en el horizonte discernible";"NO";"NO";"Daños leves en material de playa (sombrillas, toallas)";"";"0";"0";"0";"Informado por un testigo del evento, Información en los medios, Fotos o videos del evento";"";"1";"";"SD";"SD";"80";"";"";"1 minuto";"Polvo o arena levantado por el viento";"SD";"SD";"SD";"SD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
